X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
-73.9709933,40.6930257,2568275805,,,,,,,,,"""addr:street""=>""Clermont Avenue"",""addr:postcode""=>""11205"",""addr:housenumber""=>""154"""
-73.3693261,40.6882073,631168861,Lindenhurst,,,,,,,,"""railway""=>""station"""
-73.9129402,40.8690762,2797795906,,,,,,,,,"""addr:street""=>""9th Avenue"",""addr:postcode""=>""10034"",""addr:housenumber""=>""4035"""
-73.8411853,40.6948388,2543721988,,,,,,,,,"""addr:street""=>""88th Avenue"",""addr:postcode""=>""11418"",""addr:housenumber""=>""175"""
-73.9889341,40.7512595,2709702305,,,,,,,,,"""addr:street""=>""West 35th Street"",""addr:postcode""=>""10018"",""addr:housenumber""=>""139"""
-74.242091,40.7651007,357745055,Love of Jesus Ministries,,,,,,,,"""amenity""=>""place_of_worship"",""religion""=>""christian"",""gnis:created""=>""07/01/1981"",""gnis:state_id""=>""34"",""gnis:county_id""=>""013"",""gnis:feature_id""=>""2057724"""
-73.8091865,40.7686667,2882534919,,,,,,,,,"""addr:street""=>""155th Street"",""addr:postcode""=>""11354"",""addr:housenumber""=>""32-37"""
-73.9358199,40.8037216,42444458,,,traffic_signals,,,,,,
-73.9682894,40.7504076,1634598521,,,,,,,,flagpole,"""height""=>""10"""
-74.3248991,41.0103425,105123113,,,turning_circle,,,,,,
-73.991677,40.7193644,2555123880,,,,,,,,,"""addr:street""=>""Delancey Street Eb Roadbed"",""addr:postcode""=>""10002"",""addr:housenumber""=>""47A"""
-74.2241158,40.9253973,105194354,,,turning_circle,,,,,,
-74.3934699,40.6992002,2668980795,,,crossing,,,,,,"""crossing""=>""unmarked"""
-74.27876,40.60949,357748949,Saint Marys School,,,,,,,,"""amenity""=>""school"",""gnis:created""=>""01/22/2008"",""gnis:state_id""=>""34"",""gnis:county_id""=>""039"",""gnis:feature_id""=>""2372139"""
-74.0197595,40.6215248,2553390640,,,,,,,,,"""addr:street""=>""7th Avenue"",""addr:postcode""=>""11228"",""addr:housenumber""=>""8123"""
-73.7947193,40.596406,2887318258,,,,,,,,,"""addr:street""=>""Beach 65th Street"",""addr:postcode""=>""11692"",""addr:housenumber""=>""547A"""
-74.0595849,40.9731535,357718624,Beth-El Cemetery,,,,,,,,"""amenity""=>""grave_yard"",""gnis:created""=>""09/08/1979"",""gnis:state_id""=>""34"",""gnis:county_id""=>""003"",""gnis:feature_id""=>""874714"""
-74.3293113,41.0030928,2804377826,Lucy & Ethel's,,,,,,,,"""amenity""=>""restaurant"""
-74.054453,40.908271,103218705,,,stop,,,,,,
-74.0268203,40.7511685,297456774,,,,,,,,,"""addr:city""=>""Hoboken"",""addr:street""=>""Washington St"",""addr:housenumber""=>""1200"""
-73.977109,40.6724739,2550045052,,,,,,,,,"""addr:street""=>""7th Avenue"",""addr:postcode""=>""11215"",""addr:housenumber""=>""154"""
-73.949543,40.7626725,2885821193,,,,,,,,,"""addr:street""=>""Main Street"",""addr:postcode""=>""10044"",""addr:housenumber""=>""579"""
-73.852225,40.8612614,2856450317,,,,,,,,,"""addr:street""=>""Pearsall Avenue"",""addr:postcode""=>""10469"",""addr:housenumber""=>""2401"""
-73.813925,41.0761439,254117388,,,traffic_signals,,,,,,
-73.8254944,40.8794353,42748040,,,traffic_signals,,,,,,
-73.9522838,40.7302424,2842897617,,,,,,,,,"""addr:street""=>""Eckford Street"",""addr:postcode""=>""11222"",""addr:housenumber""=>""324"""
-73.9212262,40.6883593,2565076152,,,,,,,,,"""addr:street""=>""Howard Avenue"",""addr:postcode""=>""11221"",""addr:housenumber""=>""12"""
-73.9118033,40.8142675,357609104,Intermediate School Number 162,,,,,,,,"""amenity""=>""school"",""gnis:created""=>""01/01/2000"",""gnis:state_id""=>""36"",""gnis:county_id""=>""005"",""gnis:feature_id""=>""2062003"""
-73.8326859,40.7583715,2883466153,,,,,,,,,"""addr:street""=>""Roosevelt Avenue"",""addr:postcode""=>""11354"",""addr:housenumber""=>""133-40"""
-73.9653613,40.691836,3450567897,,,,,,,,,"""natural""=>""tree"""
-73.8972039,40.9049695,2811340705,,,,,,,,,"""addr:street""=>""Mosholu Avenue"",""addr:postcode""=>""10471"",""addr:housenumber""=>""5806"""
-73.9280529,40.7362827,1595760313,,,street_lamp,,,,,,
-73.9388285,40.7498729,2089938123,,,traffic_signals,,,,,,
-74.009447,40.711066,3708656590,Citi Bike - Fulton St & Broadway,,,,,,,,"""amenity""=>""bicycle_rental"",""network""=>""Citi Bike"",""website""=>""http://citibikenyc.com"",""capacity""=>""33"",""operator""=>""NYC Bike Share"""
-73.8136278,40.5883599,2887531654,,,,,,,,,"""addr:street""=>""Beach 89th Street"",""addr:postcode""=>""11693"",""addr:housenumber""=>""304"""
-73.9264963,40.638483,2541561273,,,,,,,,,"""addr:street""=>""Farragut Road"",""addr:postcode""=>""11203"",""addr:housenumber""=>""5225"""
-74.01508,40.6294037,2561230119,,,,,,,,,"""addr:street""=>""Ovington Avenue"",""addr:postcode""=>""11228"",""addr:housenumber""=>""818"""
-74.4859899,40.8483101,2308412274,Powder Mill Heights Leasing Office,,,,,,,,"""phone""=>""973-292-9600"",""website""=>""http://www.gardencommunities.com/Properties/NJ/Morris/Powder-Mill-Heights/Home.aspx"",""building""=>""apartments"",""addr:street""=>""Gates Court"",""addr:housename""=>""Powder Mill Heights Leasing Office"",""addr:housenumber""=>""2110"""
-73.5136003,40.8053853,3335770797,,,,,,,,,"""power""=>""pole"""
-73.9026031,40.6452328,2564687075,,,,,,,,,"""addr:street""=>""Rockaway Parkway"",""addr:postcode""=>""11236"",""addr:housenumber""=>""1428"""
-73.9064552,40.7732956,2853120521,,,,,,,,,"""addr:street""=>""Ditmars Boulevard"",""addr:postcode""=>""11105"",""addr:housenumber""=>""38-01"""
-74.0271007,40.7457599,1956963151,,,stop,,,,,,"""stop:direction""=>""forward"""
-73.9172014,40.8629804,2797811238,,,,,,,,,"""addr:street""=>""West 206th Street"",""addr:postcode""=>""10034"",""addr:housenumber""=>""391"""
-73.871971,40.8305133,2858612551,,,,,,,,,"""addr:street""=>""Fteley Avenue"",""addr:postcode""=>""10472"",""addr:housenumber""=>""1235"""
-73.9396936,40.6558657,2566457020,,,,,,,,,"""addr:street""=>""Albany Avenue"",""addr:postcode""=>""11203"",""addr:housenumber""=>""740"""
-73.6016667,40.7016667,357613780,Guiding Light Tabernacle Church,,,,,,,,"""amenity""=>""place_of_worship"",""religion""=>""christian"",""gnis:created""=>""10/28/2005"",""gnis:state_id""=>""36"",""gnis:county_id""=>""059"",""gnis:feature_id""=>""2074518"""
-73.5768838,40.7228967,1353988310,,,traffic_signals,,,,,,
-74.2969187,41.0248889,4941288101,Accurate Auto Care,,,,,,,,"""shop""=>""car_repair"""
-73.9610611,40.6933203,3252776773,,gate,,,,,,,
-73.9992899,40.7506554,2703228145,,,,,,,,,"""addr:street""=>""West 29th Street"",""addr:postcode""=>""10001"",""addr:housenumber""=>""401"""
-73.7472728,40.7743509,2884472499,,,,,,,,,"""addr:street""=>""Ridge Road"",""addr:postcode""=>""11363"",""addr:housenumber""=>""240-01"""
-73.9784942,40.6837918,4733889764,,,,,,,,,"""railway""=>""subway_entrance"",""wheelchair""=>""yes"""
-73.9234337,40.6217302,2541388823,,,,,,,,,"""addr:street""=>""Avenue M"",""addr:postcode""=>""11234"",""addr:housenumber""=>""5323"""
-73.9086594,40.8512146,2807562827,,,,,,,,,"""addr:street""=>""Walton Avenue"",""addr:postcode""=>""10453"",""addr:housenumber""=>""1943"""
-73.9296051,40.6106588,2564503437,,,,,,,,,"""addr:street""=>""Avenue S"",""addr:postcode""=>""11234"",""addr:housenumber""=>""3802"""
-73.8008637,40.7601704,2882343175,,,,,,,,,"""addr:street""=>""Northern Boulevard"",""addr:postcode""=>""11358"",""addr:housenumber""=>""165-05"""
-73.7839452,40.741551,280137207,,,motorway_junction,26,,,,,
-73.8436942,40.9020155,2816629019,,,,,,,,,"""addr:street""=>""East 241st Street"",""addr:postcode""=>""10466"",""addr:housenumber""=>""970"""
-73.8876086,40.7298136,2844224345,,,,,,,,,"""addr:street""=>""74th Street"",""addr:postcode""=>""11378"",""addr:housenumber""=>""54-02"""
-73.9537777,40.6612254,2566631719,,,,,,,,,"""addr:street""=>""Lincoln Road"",""addr:postcode""=>""11225"",""addr:housenumber""=>""274"""
-73.8624341,40.8846403,2822892506,,,,,,,,,"""addr:street""=>""White Plains Road"",""addr:postcode""=>""10467"",""addr:housenumber""=>""3835"""
-73.9785983,40.777822,419362599,,,,,,,,,"""amenity""=>""bicycle_parking"",""capacity""=>""5"",""cityracks.large""=>""1"",""cityracks.small""=>""0"",""cityracks.rackid""=>""529"",""cityracks.street""=>""Columbus Ave"",""cityracks.housenum""=>""270"""
-73.9498467,40.7307407,2842785621,,,,,,,,,"""addr:street""=>""Greenpoint Avenue"",""addr:postcode""=>""11222"",""addr:housenumber""=>""241"""
-73.9905139,40.7609464,3573480722,,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:type""=>""pillar"""
-73.9735006,40.7918729,2759235764,,,,,,,,,"""addr:street""=>""Broadway"",""addr:postcode""=>""10025"",""addr:housenumber""=>""2472"""
-73.8026006,40.7107389,2550901782,,,,,,,,,"""addr:street""=>""86th Avenue"",""addr:postcode""=>""11432"",""addr:housenumber""=>""161-55"""
-73.9614966,40.7140294,419361917,,,,,,,,,"""amenity""=>""bicycle_parking"",""capacity""=>""5"",""cityracks.large""=>""1"",""cityracks.small""=>""0"",""cityracks.rackid""=>""4107"",""cityracks.street""=>""Bedford Ave"",""cityracks.housenum""=>""287"",""cityracks.installed""=>""4/15/2005"""
-73.5369094,41.0447407,4405140983,,,,,,,,,"""natural""=>""tree"""
-73.4662319,40.9292647,357598240,Caumsett State Park,,,,,,,,"""leisure""=>""park"",""gnis:edited""=>""10/27/2005"",""gnis:created""=>""01/01/2000"",""gnis:state_id""=>""36"",""gnis:county_id""=>""103"",""gnis:feature_id""=>""971954"""
-73.8347434,40.6627231,2550121695,,,,,,,,,"""addr:street""=>""99th Street"",""addr:postcode""=>""11414"",""addr:housenumber""=>""157-19"""
-74.1117952,40.6312202,2526706246,,,,,,,,,"""addr:street""=>""Delafield Avenue"",""addr:postcode""=>""10310"",""addr:housenumber""=>""400"""
-73.8454885,40.8698928,2855868895,,,,,,,,,"""addr:street""=>""East Gun Hill Road"",""addr:postcode""=>""10469"",""addr:housenumber""=>""1390"""
-73.9497109,40.6505468,2549882098,,,,,,,,,"""addr:street""=>""Nostrand Avenue"",""addr:postcode""=>""11226"",""addr:housenumber""=>""2848"""
-73.9858688,40.6654564,2568678385,,,,,,,,,"""addr:street""=>""6th Avenue"",""addr:postcode""=>""11215"",""addr:housenumber""=>""519"""
-74.009082,40.6294449,2561215486,,,,,,,,,"""addr:street""=>""66th Street"",""addr:postcode""=>""11219"",""addr:housenumber""=>""984"""
-73.8460405,40.8992567,1348856224,,,traffic_signals,,,,,,
-74.0745257,41.0437919,2698094509,50 Tice Boulevard,,,,,,,,
-73.8248876,40.667648,2863158716,,,,,,,,,"""addr:street""=>""116th Street"",""addr:postcode""=>""11420"",""addr:housenumber""=>""149-56"""
-73.9714891,40.5865478,2555510804,,,,,,,,,"""addr:street""=>""West 2nd Street"",""addr:postcode""=>""11223"",""addr:housenumber""=>""2570"""
-73.9572436,40.5803364,2552986425,,,,,,,,,"""addr:street""=>""Brighton 11th Street"",""addr:postcode""=>""11235"",""addr:housenumber""=>""99"""
-73.6416603,40.7491436,4100925954,Churrasqueira Bairrada Restaurant,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""portuguese"",""addr:city""=>""Mineola"",""addr:state""=>""NY"",""addr:street""=>""Jericho Turnpike"",""addr:postcode""=>""11501"",""addr:housenumber""=>""144"""
-74.0370422,40.7462816,305560364,,,,,,,,,"""addr:city""=>""Hoboken"",""addr:street""=>""Madison St"",""addr:housenumber""=>""700"""
-73.9668457,40.6916126,2494051923,,,,,,,,,"""addr:street""=>""Willoughby Avenue"",""addr:postcode""=>""11205"",""addr:housenumber""=>""142"""
-74.0833152,40.6170194,2533011154,,,,,,,,,"""addr:street""=>""Irving Place"",""addr:postcode""=>""10304"",""addr:housenumber""=>""87"""
-73.9151851,40.7634195,2846677635,,,,,,,,,"""addr:street""=>""Steinway Street"",""addr:postcode""=>""11103"",""addr:housenumber""=>""30-13"""
-73.716793,40.7818513,4203158624,,,traffic_signals,,,,,,"""traffic_signals""=>""signal"""
-74.1055028,40.7046211,2339978048,,gate,,,,,,,
-74.2743485,40.481522,2939817275,South Amboy Middle School,,,,,,,,"""entrance""=>""yes"""
-73.8574961,40.8096763,2860407900,,,,,,,,,"""addr:street""=>""Harding Park"",""addr:postcode""=>""10473"",""addr:housenumber""=>""1511"""
-74.0084164,40.7096832,2897265318,d'Elici,,,,,,,,"""amenity""=>""cafe"",""cuisine""=>""sandwich"",""addr:street""=>""Nassau Street"",""addr:housenumber""=>""71"""
-73.9586884,40.5816321,2552942896,,,,,,,,,"""addr:street""=>""Brighton 10th Court"",""addr:postcode""=>""11235"",""addr:housenumber""=>""45B"""
-73.9138952,40.7652545,4925178949,,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
-73.9959112,40.7418716,2703059012,,,,,,,,,"""addr:street""=>""West 20th Street"",""addr:postcode""=>""10011"",""addr:housenumber""=>""145"""
-73.7277332,40.6950938,2545528594,,,,,,,,,"""addr:street""=>""115th Road"",""addr:postcode""=>""11411"",""addr:housenumber""=>""232-2"""
-73.993813,40.746618,42434807,,,traffic_signals,,,,,,
-74.4803527,40.4607621,357750162,NuView Academy School,,,,,,,,"""amenity""=>""school"",""gnis:created""=>""01/22/2008"",""gnis:state_id""=>""34"",""gnis:county_id""=>""023"",""gnis:feature_id""=>""2373118"""
-73.9072881,40.8864167,2810140793,,,,,,,,,"""addr:street""=>""West 236th Street"",""addr:postcode""=>""10463"",""addr:housenumber""=>""500"""
-73.6651836,40.5891387,2980361971,,,,,,,,,"""railway""=>""buffer_stop"""
-73.9161557,40.6885856,2564529662,,,,,,,,,"""addr:street""=>""Bushwick Avenue"",""addr:postcode""=>""11221"",""addr:housenumber""=>""1195"""
-74.1093528,40.574253,2546100211,,,,,,,,,"""addr:street""=>""Otis Avenue"",""addr:postcode""=>""10306"",""addr:housenumber""=>""250"""
-73.9967752,40.7447163,2623873453,Eye Candy,,,,,,,,"""shop""=>""jewelry"",""website""=>""eyecandystore.com"",""addr:city""=>""New York City"",""addr:street""=>""West 23rd Street"",""addr:postcode""=>""10011"""
-73.9669365,40.6752494,2701655613,,,,,,,,,"""addr:street""=>""Sterling Place"",""addr:postcode""=>""11238"",""addr:housenumber""=>""340"""
-73.7844338,40.7126378,4238695595,Jamaica – 179th Street,,,,,,,,"""railway""=>""subway_entrance"",""wikidata""=>""Q1928678"",""wikipedia""=>""en:Jamaica – 179th Street (IND Queens Boulevard Line)"""
-73.9146846,40.6437325,2541780021,,,,,,,,,"""addr:street""=>""South Market Street"",""addr:postcode""=>""11236"",""addr:housenumber""=>""29"""
-74.0749907,40.6255235,4519211775,,,crossing,,,,,,"""crossing""=>""traffic_signals"""
-73.866054,40.8189162,2860178672,,,,,,,,,"""addr:street""=>""Seward Avenue"",""addr:postcode""=>""10473"",""addr:housenumber""=>""1743"""
-74.1065737,40.6411426,2515457064,,,,,,,,,"""addr:street""=>""Linden Street"",""addr:postcode""=>""10310"",""addr:housenumber""=>""20"""
-73.8936853,40.7740989,4960220856,19 AV/49 ST,,bus_stop,,,,,,
-73.9374517,40.5855073,2553300169,,,,,,,,,"""addr:street""=>""Mesereau Court"",""addr:postcode""=>""11235"",""addr:housenumber""=>""12A"""
-73.9863388,40.7159902,2567562171,,,,,,,,,"""addr:street""=>""Grand Street"",""addr:postcode""=>""10002"",""addr:housenumber""=>""408"""
-73.7999495,40.7786109,2882678365,,,,,,,,,"""addr:street""=>""21st Avenue"",""addr:postcode""=>""11357"",""addr:housenumber""=>""163-02"""
-73.9563036,40.5897555,2888096995,,,,,,,,,"""addr:street""=>""Avenue Y"",""addr:postcode""=>""11235"",""addr:housenumber""=>""1302"""
-73.5356936,41.0495552,69727917,,,traffic_signals,,,,,,"""traffic_signals""=>""signal"""
-73.9856194,40.7589143,2717293844,,,,,,,,,"""addr:street""=>""West 46th Street"",""addr:postcode""=>""10036"",""addr:housenumber""=>""201"""
-73.898828,40.642005,42512641,,,traffic_signals,,,,,,
-73.9644686,40.7558761,2711115264,,,,,,,,,"""addr:street""=>""1st Avenue"",""addr:postcode""=>""10022"",""addr:housenumber""=>""966"""
-73.9499483,40.7516755,2852989251,,,,,,,,,"""addr:street""=>""43rd Road"",""addr:postcode""=>""11101"",""addr:housenumber""=>""9-08"""
-73.9471953,40.6361808,2565349212,,,,,,,,,"""addr:street""=>""Farragut Road"",""addr:postcode""=>""11210"",""addr:housenumber""=>""3098"""
-73.6965194,40.7099771,357613079,Saint Vincent De Paul Church,,,,,,,,"""amenity""=>""place_of_worship"",""religion""=>""christian"",""gnis:created""=>""10/28/2005"",""gnis:state_id""=>""36"",""gnis:county_id""=>""059"",""gnis:feature_id""=>""2074181"""
-73.7535479,40.7403263,2871493941,,,,,,,,,"""addr:street""=>""220th Street"",""addr:postcode""=>""11364"",""addr:housenumber""=>""74-57"""
-74.0069497,40.7158228,2567571399,,,,,,,,,"""addr:street""=>""Duane Street"",""addr:postcode""=>""10007"",""addr:housenumber""=>""122"""
-73.7888127,40.7268652,2551696593,,,,,,,,,"""addr:street""=>""Union Turnpike"",""addr:postcode""=>""11366"",""addr:housenumber""=>""179-09"""
-73.8924833,40.8462097,2826734880,,,,,,,,,"""addr:street""=>""East Tremont Avenue"",""addr:postcode""=>""10457"",""addr:housenumber""=>""619"""
-73.9178077,40.8373959,2807488045,,,,,,,,,"""addr:street""=>""Walton Avenue"",""addr:postcode""=>""10452"",""addr:housenumber""=>""1297"""
-73.8582258,40.8731784,2855929246,,,,,,,,,"""addr:street""=>""Paulding Avenue"",""addr:postcode""=>""10469"",""addr:housenumber""=>""3300"""
-73.9532743,40.7691038,2702802617,,,,,,,,,"""addr:street""=>""East 75th Street"",""addr:postcode""=>""10021"",""addr:housenumber""=>""434"""
-73.911323,40.672196,42473569,,,traffic_signals,,,,,,
-73.9044682,40.8595655,2807614182,,,,,,,,,"""addr:street""=>""Davidson Avenue"",""addr:postcode""=>""10468"",""addr:housenumber""=>""2323"""
-73.9910201,40.6926756,219763251,,,,4;5;2;3;R,,,,,"""railway""=>""subway_entrance"",""wheelchair""=>""no"""
-73.9482279,40.7032106,2837949767,Intermediate School 318,,,,,,,,"""amenity""=>""school"",""addr:street""=>""Walton Street"",""gnis:created""=>""01/03/2006"",""addr:postcode""=>""11206"",""gnis:state_id""=>""36"",""gnis:county_id""=>""047"",""gnis:feature_id""=>""2082153"",""addr:housenumber""=>""101"""
-73.9242946,40.7088468,2839722503,,,,,,,,,"""addr:street""=>""Gardner Avenue"",""addr:postcode""=>""11237"",""addr:housenumber""=>""51"""
-73.9558118,40.61188,2563144551,,,,,,,,,"""addr:street""=>""East 18th Street"",""addr:postcode""=>""11230"",""addr:housenumber""=>""1573"""
-73.8545314,40.8512614,2857070574,,,,,,,,,"""addr:street""=>""Haight Avenue"",""addr:postcode""=>""10461"",""addr:housenumber""=>""1855"""
-73.8636107,40.7123342,764718143,,gate,,,,,,,
-73.7992976,40.7386663,2882253739,,,,,,,,,"""addr:street""=>""Horace Harding Expressway Service Road North"",""addr:postcode""=>""11365"",""addr:housenumber""=>""169-11"""
-73.9744769,40.7320749,2827009902,,,,,,,,,"""addr:street""=>""Avenue C"",""addr:postcode""=>""10009"",""addr:housenumber""=>""325"""
-73.9829146,40.7185094,2826801778,,,,,,,,,"""addr:street""=>""Rivington Street"",""addr:postcode""=>""10002"",""addr:housenumber""=>""206"""
-73.7608023,40.6045429,2211973770,,,,,,,,,"""power""=>""pole"""
-74.0177933,40.7040008,4410692007,American Merchant Mariners' Memorial,,,,,,,,"""tourism""=>""artwork"",""artist_name""=>""Marisol Escobar"",""artwork_type""=>""sculpture"""
-73.9523997,40.8242167,2797443143,,,,,,,,,"""addr:street""=>""Broadway"",""addr:postcode""=>""10031"",""addr:housenumber""=>""3465"""
-73.9945259,40.7609247,42443563,,,traffic_signals,,,,,,
-73.8001885,40.7887602,2883600396,,,,,,,,,"""addr:street""=>""162nd Street"",""addr:postcode""=>""11357"",""addr:housenumber""=>""14-03"""
-74.0412507,40.4051088,357739594,Quinn Chapel African Methodist Episcopal Church,,,,,,,,"""amenity""=>""place_of_worship"",""religion""=>""christian"",""denomination""=>""methodist"",""gnis:created""=>""07/01/1981"",""gnis:state_id""=>""34"",""gnis:county_id""=>""025"",""gnis:feature_id""=>""2045197"""
-73.9471619,40.8165487,2767658851,,,,,,,,,"""addr:street""=>""West 135th Street"",""addr:postcode""=>""10030"",""addr:housenumber""=>""300"""
-73.9285836,40.8657436,1209512074,,,,,,,,,"""amenity""=>""post_box"""
-73.984206,40.6600578,2562039167,,,,,,,,,"""addr:street""=>""8th Avenue"",""addr:postcode""=>""11215"",""addr:housenumber""=>""1666"""
-73.9861106,40.6376752,2561402414,,,,,,,,,"""addr:street""=>""42nd Street"",""addr:postcode""=>""11219"",""addr:housenumber""=>""1376"""
-73.8569247,40.8343232,2858208163,,,,,,,,,"""addr:street""=>""Benedict Avenue"",""addr:postcode""=>""10462"",""addr:housenumber""=>""2024"""
-73.9054089,40.85626,2807602687,,,,,,,,,"""addr:street""=>""Jerome Avenue"",""addr:postcode""=>""10453"",""addr:housenumber""=>""2175D"""
-74.0045994,40.7510712,4632382663,,entrance,,,,,,,
-74.1594444,40.528889,357625204,,,,,,,,,"""historic""=>""yes"",""old_name""=>""Sea Breeze Childrens Hospital (historical)"",""gnis:created""=>""02/13/2007"",""gnis:state_id""=>""36"",""gnis:county_id""=>""085"",""gnis:feature_id""=>""2104368"""
-73.6950898,41.0192561,3027733761,,,,,,,,,"""building""=>""residential"",""addr:street""=>""Westerleigh Court"",""addr:housenumber""=>""1"""
-73.7454156,40.7743951,2884474459,,,,,,,,,"""addr:street""=>""Douglas Road"",""addr:postcode""=>""11363"",""addr:housenumber""=>""37-18"""
-73.9745174,40.7466224,4540059459,,,crossing,,,,,,"""crossing""=>""traffic_signals"""
-73.9494647,40.8223948,2768171699,,,,,,,,,"""addr:street""=>""Amsterdam Avenue"",""addr:postcode""=>""10031"",""addr:housenumber""=>""1627"""
-74.0141188,40.7033851,2824828246,,,,,,,,,"""addr:street""=>""State Street"",""addr:postcode""=>""10004"",""addr:housenumber""=>""24"""
-74.0100461,40.7023234,3754048534,,,,,,,,,"""height""=>""8"",""natural""=>""tree"",""leaf_type""=>""broadleaved"",""denotation""=>""cluster"""
-73.8263278,40.7704736,2882801575,,,,,,,,,"""addr:street""=>""Union Street"",""addr:postcode""=>""11354"",""addr:housenumber""=>""30-01"""
-74.1314556,40.8739989,5045601728,Number 17 Elementary School,,,,,,,,"""addr:city""=>""Clifton"",""addr:housenumber""=>""361"",""addr:postcode""=>""07013"",""addr:state""=>""NJ"",""addr:street""=>""Lexington Avenue"",""amenity""=>""school"""
-73.367407,40.861351,213640912,,,turning_circle,,,,,,
-73.9210815,40.5865116,2887936921,,,,,,,,,"""addr:street""=>""Frank Court"",""addr:postcode""=>""11229"",""addr:housenumber""=>""12"""
-74.0188567,41.0161627,103295318,,,turning_circle,,,,,,
-74.3779515,40.8191538,1871930165,,,,,,,,,"""power""=>""switch"""
-74.2715493,40.9463942,4940649070,Tommy Cheng's Asian Cuisine,,,,,,,,"""amenity""=>""restaurant"""
-74.0790899,40.6331267,4409313279,,,,,,,,,"""maxspeed""=>""25 mph"",""traffic_sign""=>""maxspeed"""
-73.9901647,40.7123112,2826520615,,,,,,,,,"""addr:street""=>""Rutgers Street"",""addr:postcode""=>""10002"",""addr:housenumber""=>""38"""
-73.9707043,40.6476826,2494018325,,,,,,,,,"""addr:street""=>""East 10th Street"",""addr:postcode""=>""11218"",""addr:housenumber""=>""30"""
-74.0018531,40.7234539,2547223823,,,,,,,,,"""addr:street""=>""Wooster Street"",""addr:postcode""=>""10012"",""addr:housenumber""=>""67"""
-73.9154774,40.8268783,2799689243,,,,,,,,,"""addr:street""=>""Teller Avenue"",""addr:postcode""=>""10456"",""addr:housenumber""=>""957"""
-74.1146883,40.7530346,1811620365,,,,,,,,,"""power""=>""tower"""
-74.1650198,40.6394182,2493805596,,,,,,,,,"""addr:street""=>""Grandview Avenue"",""addr:postcode""=>""10303"",""addr:housenumber""=>""14"""
-73.9649198,40.7705621,2723918737,,,,,,,,,"""addr:street""=>""East 71st Street"",""addr:postcode""=>""10021"",""addr:housenumber""=>""48"""
-73.9526895,40.7469459,5034712839,,,crossing,,,,,,
-73.811144,40.904971,254567568,,,stop,,,,,,
